No.,MS#,MS Date,Aircraft,Description,Part Number,Serial Number,Qty,Unit,Warehouse,Stores,Req. Reference,Remark
"1,648",3942/MS/SPR/2016,3-Nov-16,PK-ROC,FIREX,FE-10H,N/A,1,EA,WISNU,WISNU,N/A,
"1,649",3942/MS/SPR/2016,3-Nov-16,N/A,OIL ENGINE,ASW100+,N/A,5,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,650",3942/MS/SPR/2016,2-Nov-16,PK-ROR,ANTENA,071-00221-0010,18381,1,EA,WISNU,E1,N/A,
"1,651",3942/MS/SPR/2016,2-Nov-16,PK-ROR,GREENS LENS,08-4230020-40,N/A,1,EA,WISNU,A3-17,N/A,
"1,652",3942/MS/SPR/2016,2-Nov-16,N/A,O RING,MS29513-111,N/A,1,EA,WISNU,B2-1,200 SP INSP,
"1,653",3942/MS/SPR/2016,2-Nov-16,PK-ROA,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,654",3942/MS/SPR/2016,3-Nov-16,PK-ROR,SCREW,S1021Z8-8,N/A,5,EA,WISNU,A3-1,200 SP INSP,
"1,655",3942/MS/SPR/2016,2-Nov-16,PK-ROA,O RING,MS28775-228,N/A,1,EA,WISNU,B3-19,N/A,
"1,656",3942/MS/SPR/2016,2-Nov-16,PK-ROA,PACKING,MS28775-329,N/A,1,EA,WISNU,B3-18,N/A,
"1,657",3942/MS/SPR/2016,2-Nov-16,PK-ROR,RIVET,105-00200,N/A,2,EA,WISNU,A3-14,N/A,
"1,658",3942/MS/SPR/2016,2-Nov-16,PK-ROR,BRAKE LINNING,066-10500,N/A,1,EA,WISNU,A3-14,N/A,
"1,659",3942/MS/SPR/2016,2-Nov-16,PK-ROR,LAMP,34-0428020-65,N/A,1,EA,WISNU,B3-4,N/A,
"1,660",3942/MS/SPR/2016,2-Nov-16,PK-ROR,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,200 SP INSP,
"1,661",3942/MS/SPR/2016,2-Nov-16,PK-ROR,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,200 SP INSP,
"1,662",3942/MS/SPR/2016,2-Nov-16,PK-ROR,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,200 SP INSP,
"1,663",3942/MS/SPR/2016,2-Nov-16,PK-ROR,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,200 SP INSP,
"1,664",3942/MS/SPR/2016,2-Nov-16,PK-ROR,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,200 SP INSP,
"1,665",3942/MS/SPR/2016,2-Nov-16,PK-ROR,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,200 SP INSP,
"1,666",3942/MS/SPR/2016,1-Nov-16,N/A,RIVET,MS20470AD3-3A,N/A,25,EA,WISNU,D3-13,N/A,
"1,667",3942/MS/SPR/2016,1-Nov-16,N/A,RIVET,MS20470AD4-6,N/A,25,EA,WISNU,D3-12,N/A,
"1,668",3942/MS/SPR/2016,1-Nov-16,N/A,UNDERCUT COMPORT-GEL EAR SEALS,40863G-02,N/A,1,PAIR,WISNU,D2-6,HEAD SET DAVID CLARK,
"1,669",3942/MS/SPR/2016,1-Nov-16,PK-ROL,BEARING AIR BOX,05-04443,N/A,2,EA,WISNU,D2-11,N/A,
"1,670",3942/MS/SPR/2016,1-Nov-16,PK-ROP,SHAFT AIR BOX,05-04431,N/A,1,EA,WISNU,D2-11,N/A,
"1,671",3942/MS/SPR/2016,1-Nov-16,PK-ROP,LIFE VEST,P0723E105P,9111130015,1,EA,WISNU,B1,N/A,
"1,672",3942/MS/SPR/2016,31-Oct-16,PK-ROL,RIVET,MS20470AD3-3A,N/A,50,EA,WISNU,D3-13,RIPAER AIR BOX,
"1,673",3942/MS/SPR/2016,31-Oct-16,PK-ROL,RIVET,MS20426AD4-6,N/A,70,EA,WISNU,D3-13,RIPAER AIR BOX,
"1,674",3942/MS/SPR/2016,31-Oct-16,PK-ROL,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,200 SP INSP,
"1,675",3942/MS/SPR/2016,31-Oct-16,PK-ROL,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,676",3942/MS/SPR/2016,31-Oct-16,PK-ROL,VACUMP FILTER,AAD9-18-1,N/A,1,EA,WISNU,A1-2,N/A,
"1,677",3942/MS/SPR/2016,31-Oct-16,PK-ROL,SCREW,AN525-832R7,N/A,15,EA,WISNU,A3-4,N/A,
"1,678",3942/MS/SPR/2016,31-Oct-16,PK-ROL,TERMINAL,31890,N/A,5,EA,WISNU,D3-5,N/A,
"1,679",3942/MS/SPR/2016,31-Oct-16,PK-ROL,CABLE B NUT MIX222-4,05-16245,N/A,1,EA,WISNU,A3-11,N/A,
"1,680",3942/MS/SPR/2016,31-Oct-16,PK-ROL,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,681",3942/MS/SPR/2016,31-Oct-16,PK-ROL,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,N/A,
"1,682",3942/MS/SPR/2016,31-Oct-16,N/A,OIL ENGINE,ASW100+,N/A,5,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,683",3942/MS/SPR/2016,29-Oct-16,PK-ROL,BELT ALTERNATOR,37A19773-376,N/A,1,EA,WISNU,B4-2,N/A,
"1,684",3942/MS/SPR/2016,29-Oct-16,PK-ROL,SUPPORT/RING GEAR,76628,N/A,1,EA,WISNU,D1,N/A,
"1,685",3942/MS/SPR/2016,29-Oct-16,PK-ROL,NUT,MS 21045-3,N/A,4,EA,WISNU,A3-3,N/A,
"1,686",3942/MS/SPR/2016,29-Oct-16,PK-ROL,SCREW,AN525-10R7,N/A,4,EA,WISNU,D3-1,N/A,
"1,687",3942/MS/SPR/2016,29-Sep-16,PK-ROL,BAFFLE SEAL,VISR3640,N/A,0.1,FT,WISNU,WISNU,N/A,
"1,688",3942/MS/SPR/2016,29-Oct-16,PK-ROL,SCREW,AN525-832R7,N/A,20,EA,WISNU,A3-4,N/A,
"1,689",3942/MS/SPR/2016,29-Oct-16,PK-ROL,SCREW,AN525-10R7,N/A,9,EA,WISNU,D3-1,N/A,
"1,690",3942/MS/SPR/2016,29-Oct-16,PK-ROL,NUT,MS 21045-3,N/A,5,EA,WISNU,A3-3,N/A,
"1,691",3942/MS/SPR/2016,29-Oct-16,PK-ROL,WASHER FLAT,NAS1149F0563P,N/A,4,EA,WISNU,A3-6,N/A,
"1,692",3942/MS/SPR/2016,28-Oct-16,PK-ROL,BOLT,LW-31H088,N/A,4,EA,WISNU,D2-12,N/A,
"1,693",3942/MS/SPR/2016,29-Oct-16,PK-ROL,OIL COOLER,8406R/20002A,101-1043-4,1,EA,WISNU,A5-2,N/A,
"1,694",3942/MS/SPR/2016,30-Nov-16,PK-ROC,RIVET,105-00200,N/A,1,EA,WISNU,A3-14,N/A,
"1,695",3942/MS/SPR/2016,30-Nov-16,PK-ROC,BRAKE LINNING,066-30026,N/A,1,EA,WISNU,A3-14,N/A,
"1,696",3942/MS/SPR/2016,30-Nov-16,PK-ROC,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,697",3942/MS/SPR/2016,30-Nov-16,PK-ROC,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,698",3942/MS/SPR/2016,30-Nov-16,PK-ROP,RIVET,105-00200,N/A,2,EA,WISNU,A3-14,N/A,
"1,699",3942/MS/SPR/2016,30-Nov-16,PK-ROP,BRAKE LINNING,066-30026,N/A,1,EA,WISNU,A3-14,N/A,
"1,700",3942/MS/SPR/2016,30-Nov-16,PK-ROP,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,701",3942/MS/SPR/2016,21-Nov-16,PK-ROU,SCEET 4,SCEET 4,N/A,1.7,EA,WISNU,B5-3,N/A,
"1,702",3942/MS/SPR/2016,1-Dec-16,PK-ROP,GARTER FILTER,ARB3-5-1,N/A,1,EA,WISNU,WISNU,N/A,
"1,703",3942/MS/SPR/2016,30-Nov-16,PK-ROP,AIR FILTER,BA6108,N/A,1,EA,WISNU,WISNU,N/A,
"1,704",3942/MS/SPR/2016,30-Nov-16,PK-ROP,VACUMP FILTER,AAD9-18-1,N/A,1,EA,WISNU,A1-2,N/A,
"1,705",3942/MS/SPR/2016,30-Nov-16,PK-ROP,COTTER PIN,MS24665-360,N/A,2,EA,WISNU,A3-10,N/A,
"1,706",3942/MS/SPR/2016,30-Nov-16,PK-ROP,COTTER PIN,MS24665-134,N/A,2,EA,WISNU,A3-10,N/A,
"1,707",3942/MS/SPR/2016,30-Nov-16,PK-ROP,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,708",3942/MS/SPR/2016,29-Nov-16,PK-ROR,COTTER PIN,MS24665-360,N/A,1,EA,WISNU,A3-10,N/A,
"1,709",3942/MS/SPR/2016,29-Nov-16,PK-ROR,MAIN TYRE,606C66-8,51792169,1,EA,WISNU,CONTAINER,N/A,
"1,710",3942/MS/SPR/2016,4-Nov-16,PK-ROA,MULTI PURPOSE FLUID (AEROSHELL FLUID 3),MIL-PRF-7870,N/A,1,LITER,BANYUWANGI,BWI,INSPECTION 200 HI,pemakainan 4 liter di stock system satuannya galon
"1,711",3942/MS/SPR/2016,24-Jul-15,PK-ROF,VACUUMP PUMP,215CC,039P13,1,EA,LOMBOK,LOMBOK,N/A,
"1,712",3942/MS/SPR/2016,28-Nov-16,PK-ROT,OIL ENGINE,ASW100+,N/A,8,LITER,WISNU,FLAMABLE ROOM,N/A,
"1,713",3942/MS/SPR/2016,28-Nov-16,PK-ROT,OIL FILTER,CH48110-1,N/A,1,EA,WISNU,I4-1,N/A,
"1,714",3942/MS/SPR/2016,14-Sep-16,N/A,OIL FILTER,CH48110-1,N/A,1,EA,SOLO,SOLO,N/A,
"1,715",3942/MS/SPR/2016,14-Sep-16,N/A,OIL FILTER,CH48110-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,716",3942/MS/SPR/2016,26-Aug-16,PK-ROF,HOSE,R221612,N/A,1,CM,LOMBOK,LOMBOK,N/A,
"1,717",3942/MS/SPR/2016,26-Aug-16,PK-ROE,CARBURETOR,10-5217RPD,BL2714582,1,EA,LOMBOK,LOMBOK,N/A,
"1,718",3942/MS/SPR/2016,26-Aug-16,PK-ROF,OIL FILTER,CH48110-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,719",3942/MS/SPR/2016,18-Aug-16,PK-ROE,OIL FILTER,CH48110-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,720",3942/MS/SPR/2016,11-Aug-16,PK-ROE,CONTROL TH,252-085-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,721",3942/MS/SPR/2016,12-Aug-16,PK-ROF,RIVET,102-00200,N/A,6,EA,LOMBOK,LOMBOK,N/A,
"1,722",3942/MS/SPR/2016,12-Aug-16,PK-ROF,BRAKE LINNING,066-10500,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,723",3942/MS/SPR/2016,12-Aug-16,PK-ROF,BRAKE LINNING,066-30026,N/A,2,EA,LOMBOK,LOMBOK,N/A,
"1,724",3942/MS/SPR/2016,12-Aug-16,PK-ROF,COTTER PIN,MS24665-134,N/A,2,EA,LOMBOK,LOMBOK,N/A,
"1,725",3942/MS/SPR/2016,12-Aug-16,PK-ROF,COTTER PIN,MS24665-360,N/A,2,EA,LOMBOK,LOMBOK,N/A,
"1,726",3942/MS/SPR/2016,12-Aug-16,PK-ROF,GARTER FILTER,B3-5-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,727",3942/MS/SPR/2016,12-Aug-16,PK-ROF,FILTER ELEMENT,BA-6108,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,728",3942/MS/SPR/2016,12-Aug-16,PK-ROF,MAIN TYRE,606C66-8,51012235,1,EA,LOMBOK,LOMBOK,N/A,
"1,729",3942/MS/SPR/2016,12-Aug-16,PK-ROF,OIL FILTER,CH48110-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,730",3942/MS/SPR/2016,10-Aug-16,PK-ROF,SWITCH PTT,S2870-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,731",3942/MS/SPR/2016,30-Jul-16,PK-ROE,OIL FILTER,CH48110-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,732",3942/MS/SPR/2016,2-Aug-16,PK-ROF,BEARING,13889-20629,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,733",3942/MS/SPR/2016,2-Aug-16,PK-ROF,MAIN TYRE,606C66-8,50992199,1,EA,LOMBOK,LOMBOK,N/A,
"1,734",3942/MS/SPR/2016,2-Aug-16,PK-ROF,NOSE TUBE,092-308-1,N/A,1,EA,LOMBOK,LOMBOK,N/A,
"1,735",3942/MS/SPR/2016,27-Jul-16,PK-ROF,COTTER PIN,MS24665-134,N/A,2,EA,LOMBOK,LOMBOK,N/A,
"1,736",3942/MS/SPR/2016,27-Jul-16,PK-ROF,AUDIO CONROL PANEL,066-1055-03,16301,1,EA,LOMBOK,LOMBOK,N/A,
,Total,,,,,,"6,270.36",,,,,
